instant,dteday,season,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
986,2011-02-13,1,17,False,0,1,-17.577777777777783,-17.55891666666666,0.28,0.3284,15.0,95.0,125.0
987,2011-02-13,1,18,False,0,1,-17.577777777777783,-17.55891666666666,0.32,0.2985,15.0,78.0,95.0
988,2011-02-13,1,19,False,0,1,-17.577777777777783,-17.55891666666666,0.35,0.2836,11.0,50.0,61.0
989,2011-02-13,1,20,False,0,1,-17.577777777777783,-17.55891666666666,0.35,0.3284,15.0,32.0,47.0
990,2011-02-13,1,21,False,0,1,-17.577777777777783,-17.55891666666666,0.35,0.3582,6.0,45.0,51.0
991,2011-02-13,1,22,False,0,1,-17.577777777777783,-17.55891666666666,0.35,0.2985,5.0,31.0,36.0
992,2011-02-13,1,23,False,0,1,-17.577777777777783,-17.55891666666666,0.35,0.3582,3.0,27.0,30.0
993,2011-02-14,1,0,False,1,1,-17.577777777777783,-17.558944444444446,0.37,0.3582,3.0,8.0,11.0
994,2011-02-14,1,1,False,1,1,-17.577777777777783,-17.558944444444446,0.37,0.3582,1.0,6.0,7.0
995,2011-02-14,1,2,False,1,1,-17.577777777777783,-17.59261111111111,0.4,0.2985,0.0,2.0,2.0
996,2011-02-14,1,3,False,1,1,-17.58888888888889,-17.601,0.46,0.2239,1.0,1.0,2.0
997,2011-02-14,1,4,False,1,1,-17.6,-17.609444444444442,0.53,0.2836,0.0,2.0,2.0
998,2011-02-14,1,5,False,1,1,-17.6,-17.609444444444442,0.53,0.2836,0.0,3.0,3.0
999,2011-02-14,1,6,False,1,1,-17.58888888888889,-17.609444444444442,0.46,0.2985,1.0,25.0,26.0
1000,2011-02-14,1,7,False,1,1,-17.58888888888889,-17.609444444444442,0.46,0.2985,2.0,96.0,98.0
611,2011-01-28,1,16,False,5,1,-17.655555555555555,-17.62627777777778,0.8,0.0,10.0,70.0,80.0
612,2011-01-28,1,17,False,5,1,-17.644444444444446,-17.64311111111111,0.75,0.1343,2.0,147.0,149.0
613,2011-01-28,1,18,False,5,1,-17.644444444444446,-17.6515,0.75,0.194,2.0,107.0,109.0
614,2011-01-28,1,19,False,5,2,-17.644444444444446,-17.64311111111111,0.75,0.1343,5.0,84.0,89.0
615,2011-01-28,1,20,False,5,2,-17.644444444444446,-17.6515,0.7,0.194,1.0,61.0,62.0
616,2011-01-28,1,21,False,5,2,-17.655555555555555,-17.6515,0.75,0.1343,1.0,57.0,58.0
617,2011-01-28,1,22,False,5,1,-17.644444444444446,-17.659944444444445,0.65,0.3582,0.0,26.0,26.0
618,2011-01-28,1,23,False,5,1,-17.644444444444446,-17.6515,0.6,0.2239,1.0,22.0,23.0
619,2011-01-29,1,0,False,6,1,-17.655555555555555,-17.668333333333337,0.64,0.3582,2.0,26.0,28.0
